InvoiceID,Store_Branch,City,Customer_ID,Customer_Name,Gender,Age,Customer_Type,Product_Category,Product_Name,Unit_Price,Quantity,Discount,Tax,Gross_Amount,Discount_Amount,Tax_Amount,Total_Amount,Payment_Method,Purchase_Date,Satisfaction_Rating
INV100606,A,New York,CUST1044,Scott Kaufman,Male,42,Non-Member,Accessories,Laptop Backpack,63.91,3,0,9.19,191.73,0,17.62,209.35,Ewallet,2024-03-14 00:00:00,7
INV100607,C,Chicago,CUST1187,Valerie Cobb,Male,52,Member,Laptops,MacBook Air,1221.65,2,0,9.39,2443.3,0,229.43,2672.73,Credit Card,2024-02-15 00:00:00,10
INV100608,B,Los Angeles,CUST1250,Paul Cruz MD,Male,38,Member,Appliances,Ninja Air Fryer,155.39,2,0,9.03,310.78,0,28.06,338.84,Credit Card,2024-07-10 00:00:00,7
INV100609,D,Houston,CUST1026,Karen House,Female,62,Non-Member,Laptops,Dell XPS 13,1354.1,1,15,7.61,1354.1,203.12,87.59,1238.57,Credit Card,2024-09-08 00:00:00,8
INV100610,C,Chicago,CUST1077,Curtis Browning,Male,38,Member,Audio,Anker Soundcore Life Q30,89.81,1,5,8.56,89.81,4.49,7.3,92.62,Cash,2024-07-15 00:00:00,6
INV100611,B,Los Angeles,CUST1005,Kevin Murphy,Female,61,Member,Audio,AirPods Pro,248.61,2,5,8.05,497.22,24.86,38.02,510.38,Credit Card,2024-01-05 00:00:00,8
INV100612,D,Houston,CUST1200,Donald Aguilar,Male,37,Member,Smartphones,Xiaomi 12T,553.55,1,10,7.93,553.55,55.35,39.51,537.7,Ewallet,2024-07-15 00:00:00,8
INV100613,B,Los Angeles,CUST1363,Sarah Singh,Male,41,Member,Audio,JBL Flip 6 Speaker,143.07,1,15,9.27,143.07,21.46,11.27,132.88,Credit Card,2024-07-27 00:00:00,8
INV100614,C,Chicago,CUST1239,Lauren Hendrix,Female,19,Member,Audio,Sony WH-1000XM5,335.83,3,5,7.49,1007.49,50.37,71.69,1028.8,Ewallet,2024-09-06 00:00:00,7
INV100615,D,Houston,CUST1319,Eric Murphy,Male,61,Non-Member,Smartphones,Xiaomi 12T,622.96,1,15,9.63,622.96,93.44,50.99,580.51,Credit Card,2024-09-04 00:00:00,7
INV100616,A,New York,CUST1239,Lauren Hendrix,Female,19,Member,Laptops,Lenovo ThinkPad T14,1246.59,2,0,7.87,2493.18,0,196.21,2689.39,Ewallet,2024-08-10 00:00:00,10
INV100617,B,Los Angeles,CUST1045,Kristina Craig,Female,46,Member,Laptops,Lenovo ThinkPad T14,1101.17,1,0,7.74,1101.17,0,85.23,1186.4,Credit Card,2024-03-02 00:00:00,9
INV100618,A,New York,CUST1136,Kristen Davis,Female,62,Member,Appliances,Samsung Microwave,193.98,1,0,8.13,193.98,0,15.77,209.75,Credit Card,2024-08-19 00:00:00,8
INV100619,B,Los Angeles,CUST1333,Ana Collins,Female,36,Non-Member,Audio,JBL Flip 6 Speaker,113.68,1,0,7.82,113.68,0,8.89,122.57,Credit Card,2024-09-16 00:00:00,4
INV100620,C,Chicago,CUST1112,Kyle Nguyen,Male,59,Member,Audio,AirPods Pro,256.27,3,0,9.41,768.81,0,72.35,841.16,Credit Card,2024-01-21 00:00:00,6
INV100621,B,Los Angeles,CUST1356,Matthew Fleming,Female,19,Member,Audio,JBL Flip 6 Speaker,109.76,1,5,8.69,109.76,5.49,9.06,113.33,Cash,2024-02-27 00:00:00,6
INV100622,B,Los Angeles,CUST1393,Paul Kennedy,Female,23,Non-Member,Audio,Bose SoundLink Flex,163.82,1,0,7.8,163.82,0,12.78,176.6,Credit Card,2024-02-09 00:00:00,9
INV100623,C,Chicago,CUST1320,Monica Mccall,Female,45,Non-Member,Accessories,Keychron K2 Keyboard,91.12,1,10,9.03,91.12,9.11,7.41,89.41,Cash,2024-03-16 00:00:00,7
INV100624,A,New York,CUST1312,Candice Molina,Female,37,Member,Smartphones,Google Pixel 7,837.2,1,0,8.28,837.2,0,69.32,906.52,Credit Card,2024-01-30 00:00:00,8
INV100625,B,Los Angeles,CUST1123,Lisa Weaver,Male,55,Non-Member,Accessories,Logitech MX Master 3 Mouse,105.87,1,10,8.73,105.87,10.59,8.32,103.6,Cash,2024-08-31 00:00:00,8
INV100626,A,New York,CUST1214,Jennifer Williams,Male,38,Member,Audio,Bose SoundLink Flex,143.58,2,10,7.39,287.16,28.72,19.1,277.54,Credit Card,2024-09-13 00:00:00,6
INV100627,B,Los Angeles,CUST1242,Brandon Carter,Male,35,Member,Smartphones,Samsung Galaxy S23,884.72,1,10,8.72,884.72,88.47,69.43,865.68,Credit Card,2024-03-14 00:00:00,6
INV100628,D,Houston,CUST1121,Mathew Gomez,Male,19,Non-Member,Appliances,Samsung Microwave,174.55,1,15,8.71,174.55,26.18,12.92,161.29,Credit Card,2024-09-16 00:00:00,9
INV100629,D,Houston,CUST1082,Michael White MD,Female,48,Non-Member,Accessories,Anker 65W USB-C Charger,44.04,1,15,9.11,44.04,6.61,3.41,40.84,Credit Card,2024-03-17 00:00:00,7
INV100630,B,Los Angeles,CUST1246,Christina Jones,Male,38,Non-Member,Audio,Bose SoundLink Flex,149.24,4,5,6.96,596.96,29.85,39.47,606.58,Ewallet,2024-08-01 00:00:00,8
INV100631,B,Los Angeles,CUST1270,Donald Hogan,Female,51,Member,Audio,AirPods Pro,253.96,2,10,8.25,507.92,50.79,37.71,494.84,Credit Card,2024-08-12 00:00:00,9
INV100632,C,Chicago,CUST1197,David Downs,Male,33,Member,Laptops,MacBook Air,1177.53,3,20,8.58,3532.59,706.52,242.48,3068.55,Credit Card,2024-07-21 00:00:00,9
INV100633,C,Chicago,CUST1335,Mary Cook,Male,58,Member,Laptops,HP Envy 15,1167.77,2,10,7.04,2335.54,233.55,147.98,2249.97,Credit Card,2024-05-25 00:00:00,9
INV100634,C,Chicago,CUST1102,Sandra Oliver,Male,30,Non-Member,Laptops,MacBook Air,1069.15,4,10,9.3,4276.6,427.66,357.95,4206.89,Credit Card,2024-04-06 00:00:00,9
INV100635,C,Chicago,CUST1261,Jonathan Jones,Male,62,Non-Member,Appliances,Ninja Air Fryer,136.53,1,0,8.83,136.53,0,12.06,148.59,Credit Card,2024-02-14 00:00:00,7
INV100636,A,New York,CUST1127,Larry Harris,Male,59,Member,Smartphones,OnePlus 11,690.54,1,5,10.69,690.54,34.53,70.13,726.14,Credit Card,2024-02-04 00:00:00,9
INV100637,B,Los Angeles,CUST1128,David Miller,Male,64,Member,Laptops,Dell XPS 13,1413.5,1,5,8.68,1413.5,70.67,116.56,1459.38,Ewallet,2024-05-15 00:00:00,8
INV100638,A,New York,CUST1373,Kim Johnson,Female,57,Member,Laptops,Dell XPS 13,1243.1,1,0,8.61,1243.1,0,107.03,1350.13,Credit Card,2024-08-01 00:00:00,9
INV100639,C,Chicago,CUST1316,Tammy Marks,Female,31,Member,Accessories,Logitech MX Master 3 Mouse,90.96,1,0,8.75,90.96,0,7.96,98.92,Ewallet,2024-09-04 00:00:00,7
INV100640,C,Chicago,CUST1221,Kimberly Edwards,Male,39,Member,Laptops,Dell XPS 13,1296.2,2,5,9.37,2592.4,129.62,230.76,2693.54,Ewallet,2024-03-22 00:00:00,9
INV100641,B,Los Angeles,CUST1293,Isabella Williams,Female,51,Member,Accessories,Keychron K2 Keyboard,72.2,4,15,9.92,288.8,43.32,24.35,269.83,UPI,2024-07-03 00:00:00,5
INV100642,D,Houston,CUST1156,Richard Walton,Male,43,Member,Laptops,Dell XPS 13,1152.09,2,10,8.51,2304.18,230.42,176.48,2250.24,Credit Card,2024-03-01 00:00:00,10
INV100643,D,Houston,CUST1230,Tamara Walters,Male,35,Member,Laptops,HP Envy 15,1050.89,2,5,9.92,2101.78,105.09,198.07,2194.76,Cash,2024-05-10 00:00:00,7
INV100644,B,Los Angeles,CUST1208,James Good,Female,18,Non-Member,Laptops,Lenovo ThinkPad T14,1065.04,1,5,8.99,1065.04,53.25,90.96,1102.75,Cash,2024-01-03 00:00:00,10
INV100645,D,Houston,CUST1115,Steven Bennett,Female,41,Member,Appliances,Whirlpool Washing Machine,542.09,2,15,8.36,1084.18,162.63,77.04,998.59,Cash,2024-02-13 00:00:00,8
INV100646,D,Houston,CUST1327,Erica Pope,Male,50,Member,Accessories,Keychron K2 Keyboard,68.54,3,5,8.15,205.62,10.28,15.92,211.26,Ewallet,2024-01-16 00:00:00,8
INV100647,D,Houston,CUST1053,Evan Marsh,Male,25,Member,Accessories,Logitech MX Master 3 Mouse,97.44,3,5,9.08,292.32,14.62,25.22,302.92,Ewallet,2024-07-16 00:00:00,8
INV100648,C,Chicago,CUST1279,Charles Black,Male,30,Member,Smartphones,iPhone 14,1082.33,1,20,10.57,1082.33,216.47,91.52,957.39,Cash,2024-03-13 00:00:00,10
INV100649,D,Houston,CUST1015,David Avila,Female,27,Member,Accessories,Anker 65W USB-C Charger,61.7,2,0,9.02,123.4,0,11.13,134.53,Ewallet,2024-04-01 00:00:00,4
INV100650,B,Los Angeles,CUST1151,John Jones,Female,56,Member,Appliances,Whirlpool Washing Machine,578.26,2,10,8.96,1156.52,115.65,93.26,1134.13,Credit Card,2024-07-16 00:00:00,7
INV100651,C,Chicago,CUST1234,John Conner,Female,32,Member,Accessories,Anker 65W USB-C Charger,54.83,2,0,7.27,109.66,0,7.97,117.63,Credit Card,2024-03-25 00:00:00,7
INV100652,B,Los Angeles,CUST1071,Brooke Norton,Female,20,Member,Accessories,Anker 65W USB-C Charger,49.41,1,5,8.99,49.41,2.47,4.22,51.16,Credit Card,2024-04-28 00:00:00,10
INV100653,D,Houston,CUST1261,Jonathan Jones,Male,62,Non-Member,Smartphones,Google Pixel 7,675.23,2,5,8.69,1350.46,67.52,111.49,1394.42,Credit Card,2024-04-19 00:00:00,10
INV100654,B,Los Angeles,CUST1344,Mrs. Melanie Bush MD,Female,20,Member,Accessories,Logitech MX Master 3 Mouse,102.87,1,5,7.69,102.87,5.14,7.52,105.24,Ewallet,2024-06-22 00:00:00,6
INV100655,C,Chicago,CUST1070,Kenneth Barrett,Male,60,Member,Audio,Sony WH-1000XM5,398.01,1,5,9.27,398.01,19.9,35.05,413.16,Ewallet,2024-07-18 00:00:00,8
INV100656,C,Chicago,CUST1203,Theresa Jones,Female,47,Member,Audio,AirPods Pro,273.22,2,0,8.7,546.44,0,47.54,593.98,Ewallet,2024-05-12 00:00:00,6
INV100657,B,Los Angeles,CUST1178,Lisa Mclean,Female,65,Non-Member,Accessories,Keychron K2 Keyboard,91.03,1,0,9.03,91.03,0,8.22,99.25,Credit Card,2024-01-19 00:00:00,8
INV100658,C,Chicago,CUST1366,Ashley Walker,Female,23,Member,Laptops,Dell XPS 13,1282.1,1,0,8.53,1282.1,0,109.36,1391.46,Credit Card,2024-09-04 00:00:00,8
INV100659,D,Houston,CUST1217,Raymond Clark,Female,53,Member,Appliances,Instant Pot Duo,144.69,1,10,9.19,144.69,14.47,11.97,142.19,UPI,2024-03-23 00:00:00,7
INV100660,C,Chicago,CUST1207,Mark Espinoza,Male,64,Non-Member,Laptops,HP Envy 15,1112.62,1,15,9.54,1112.62,166.89,90.22,1035.95,Ewallet,2024-04-15 00:00:00,10
INV100661,A,New York,CUST1092,Raymond Garza,Female,29,Non-Member,Laptops,HP Envy 15,1056.23,2,0,8.03,2112.46,0,169.63,2282.09,Credit Card,2024-02-16 00:00:00,10
INV100662,B,Los Angeles,CUST1082,Michael White MD,Female,48,Non-Member,Smartphones,Xiaomi 12T,620.85,1,25,7.29,620.85,155.21,33.94,499.58,Ewallet,2024-03-01 00:00:00,7
INV100663,B,Los Angeles,CUST1196,Scott Gibson,Male,40,Member,Smartphones,Samsung Galaxy S23,811.69,3,5,8.6,2435.07,121.75,198.95,2512.26,Ewallet,2024-08-09 00:00:00,10
INV100664,B,Los Angeles,CUST1063,Douglas Wood,Female,21,Non-Member,Accessories,Keychron K2 Keyboard,87.62,2,5,7.59,175.24,8.76,12.64,179.11,Credit Card,2024-07-15 00:00:00,9
INV100665,C,Chicago,CUST1061,Thomas Young,Female,55,Non-Member,Audio,AirPods Pro,241.86,1,5,7.64,241.86,12.09,17.55,247.32,Credit Card,2024-05-27 00:00:00,7
INV100666,C,Chicago,CUST1352,Kimberly Cooper,Female,21,Member,Appliances,Instant Pot Duo,127.51,1,25,7.05,127.51,31.88,6.74,102.37,Ewallet,2024-01-22 00:00:00,7
INV100667,C,Chicago,CUST1085,Danny Wong,Female,27,Member,Laptops,Lenovo ThinkPad T14,1046.51,1,5,8.85,1046.51,52.33,87.99,1082.17,Credit Card,2024-05-15 00:00:00,8
INV100668,A,New York,CUST1219,Robert Richards,Female,53,Member,Accessories,Laptop Backpack,60.52,1,5,7.39,60.52,3.03,4.25,61.74,UPI,2024-05-14 00:00:00,2
INV100669,D,Houston,CUST1027,Jeremy Ray,Female,39,Member,Laptops,Lenovo ThinkPad T14,1019.28,4,5,8.98,4077.12,203.86,347.82,4221.08,Cash,2024-06-08 00:00:00,10
INV100670,A,New York,CUST1117,Derek Haynes,Female,30,Member,Laptops,Lenovo ThinkPad T14,1134.83,2,0,8.48,2269.66,0,192.47,2462.13,Credit Card,2024-02-11 00:00:00,10
INV100671,A,New York,CUST1243,James Gonzalez,Female,64,Non-Member,Audio,AirPods Pro,255.31,1,10,8.13,255.31,25.53,18.68,248.46,Ewallet,2024-01-02 00:00:00,7
INV100672,A,New York,CUST1238,Paul Potter,Male,29,Member,Appliances,Ninja Air Fryer,106.63,2,0,9.46,213.26,0,20.17,233.43,Ewallet,2024-07-06 00:00:00,5
INV100673,B,Los Angeles,CUST1058,Lee Washington,Male,41,Member,Audio,Sony WH-1000XM5,354.58,1,0,9.23,354.58,0,32.73,387.31,Ewallet,2024-05-05 00:00:00,9
INV100674,C,Chicago,CUST1211,Susan Nelson,Male,29,Non-Member,Audio,Anker Soundcore Life Q30,90.86,1,15,6.69,90.86,13.63,5.17,82.4,Cash,2024-03-31 00:00:00,7
INV100675,D,Houston,CUST1236,James Kim,Female,53,Member,Smartphones,OnePlus 11,680.05,1,15,8.69,680.05,102.01,50.23,628.27,Credit Card,2024-03-21 00:00:00,9
INV100676,D,Houston,CUST1134,Rhonda Phillips,Male,60,Member,Appliances,Ninja Air Fryer,143.5,1,0,7.54,143.5,0,10.82,154.32,Ewallet,2024-09-18 00:00:00,9
INV100677,A,New York,CUST1328,Tiffany Gregory,Male,45,Non-Member,Smartphones,Google Pixel 7,903.85,1,0,9.17,903.85,0,82.88,986.73,Credit Card,2024-03-25 00:00:00,10
INV100678,A,New York,CUST1107,Cody Kelley,Male,59,Member,Accessories,Laptop Backpack,58.75,1,0,8.11,58.75,0,4.76,63.51,Cash,2024-09-24 00:00:00,9
INV100679,A,New York,CUST1058,Lee Washington,Male,41,Member,Appliances,Philips Blender,74.62,1,10,6.31,74.62,7.46,4.24,71.4,Ewallet,2024-05-27 00:00:00,10
INV100680,D,Houston,CUST1054,Andrew Juarez,Female,37,Member,Smartphones,Google Pixel 7,673.93,1,0,8.85,673.93,0,59.64,733.57,Credit Card,2024-01-20 00:00:00,8
INV100681,A,New York,CUST1305,Laura Smith,Female,39,Member,Accessories,Keychron K2 Keyboard,73.93,1,5,7.68,73.93,3.7,5.39,75.63,UPI,2024-07-31 00:00:00,9
INV100682,C,Chicago,CUST1178,Lisa Mclean,Female,65,Non-Member,Audio,AirPods Pro,275.05,2,5,8.4,550.1,27.5,43.9,566.49,Credit Card,2024-04-15 00:00:00,10
INV100683,A,New York,CUST1260,Amber Johnson,Female,47,Member,Audio,AirPods Pro,208.47,2,10,7.98,416.94,41.69,29.94,405.19,Credit Card,2024-08-08 00:00:00,7
INV100684,D,Houston,CUST1355,Karen Love,Male,20,Member,Smartphones,iPhone 14,806.15,1,10,7.39,806.15,80.61,53.62,779.15,Credit Card,2024-08-26 00:00:00,9
INV100685,B,Los Angeles,CUST1029,Kelsey Ortiz,Male,59,Member,Laptops,Lenovo ThinkPad T14,1039.66,1,0,7.77,1039.66,0,80.78,1120.44,Credit Card,2024-02-02 00:00:00,8
INV100686,C,Chicago,CUST1253,Michelle Pena,Female,30,Member,Audio,Sony WH-1000XM5,352.18,1,0,7.99,352.18,0,28.14,380.32,Credit Card,2024-07-31 00:00:00,10
INV100687,A,New York,CUST1359,Timothy Stein,Male,56,Member,Laptops,Acer Swift 3,825.96,1,0,8.35,825.96,0,68.97,894.93,Ewallet,2024-02-02 00:00:00,8
INV100688,C,Chicago,CUST1368,David Graves,Male,44,Member,Smartphones,Samsung Galaxy S23,764.54,1,5,9.67,764.54,38.23,70.23,796.55,Cash,2024-06-03 00:00:00,8
INV100689,C,Chicago,CUST1391,Cynthia Duncan,Female,32,Member,Laptops,Lenovo ThinkPad T14,1099.71,1,5,9.57,1099.71,54.99,99.98,1144.7,Ewallet,2024-04-03 00:00:00,10
INV100690,A,New York,CUST1087,Matthew Elliott,Female,30,Non-Member,Laptops,Lenovo ThinkPad T14,966.75,4,10,7.09,3867,386.7,246.75,3727.05,Cash,2024-01-14 00:00:00,10
INV100691,C,Chicago,CUST1194,Alice Robertson,Female,30,Member,Audio,AirPods Pro,245.93,1,0,7.96,245.93,0,19.58,265.51,Credit Card,2024-08-23 00:00:00,6
INV100692,C,Chicago,CUST1207,Mark Espinoza,Male,64,Non-Member,Accessories,SanDisk 128GB USB 3.1,25.23,1,25,9.17,25.23,6.31,1.74,20.66,Cash,2024-08-17 00:00:00,4
INV100693,C,Chicago,CUST1282,Larry Wright,Female,63,Member,Accessories,Logitech MX Master 3 Mouse,109.66,1,15,7.53,109.66,16.45,7.02,100.23,Credit Card,2024-02-26 00:00:00,8
INV100694,D,Houston,CUST1107,Cody Kelley,Male,59,Member,Laptops,Lenovo ThinkPad T14,1242.88,1,10,7.95,1242.88,124.29,88.93,1207.52,Ewallet,2024-08-03 00:00:00,10
INV100695,A,New York,CUST1032,Tina Mooney,Male,26,Member,Accessories,Laptop Backpack,65.77,2,20,8.63,131.54,26.31,9.08,114.31,Ewallet,2024-04-28 00:00:00,8
INV100696,B,Los Angeles,CUST1176,Kaitlyn Howard,Female,38,Non-Member,Accessories,SanDisk 128GB USB 3.1,28.51,1,0,8.95,28.51,0,2.55,31.06,Credit Card,2024-03-03 00:00:00,8
INV100697,C,Chicago,CUST1101,Kayla Norman,Male,58,Member,Smartphones,OnePlus 11,639.77,1,5,8.11,639.77,31.99,49.29,657.07,Credit Card,2024-08-26 00:00:00,6
INV100698,A,New York,CUST1228,Sharon Rodriguez,Male,23,Non-Member,Appliances,Instant Pot Duo,127.44,4,15,9.23,509.76,76.46,39.99,473.29,Credit Card,2024-07-13 00:00:00,7
INV100699,B,Los Angeles,CUST1092,Raymond Garza,Female,29,Non-Member,Laptops,Dell XPS 13,1365.3,1,5,8.93,1365.3,68.27,115.83,1412.86,UPI,2024-04-22 00:00:00,7
INV100700,B,Los Angeles,CUST1270,Donald Hogan,Female,51,Member,Audio,Bose SoundLink Flex,164.29,2,5,7.98,328.58,16.43,24.91,337.06,Credit Card,2024-02-19 00:00:00,7
INV100701,B,Los Angeles,CUST1226,David Dunn,Female,47,Member,Smartphones,Samsung Galaxy S23,871.65,1,10,7.45,871.65,87.17,58.44,842.93,Ewallet,2024-02-05 00:00:00,10
INV100702,A,New York,CUST1266,Cynthia Compton,Male,25,Non-Member,Accessories,Keychron K2 Keyboard,80.75,1,10,7.99,80.75,8.07,5.81,78.48,Credit Card,2024-01-17 00:00:00,3
INV100703,C,Chicago,CUST1265,Kimberly Pearson,Male,22,Non-Member,Accessories,Anker 65W USB-C Charger,46.22,1,0,9.37,46.22,0,4.33,50.55,Ewallet,2024-05-14 00:00:00,4
INV100704,C,Chicago,CUST1127,Larry Harris,Male,59,Member,Laptops,MacBook Air,1330.32,1,10,9.17,1330.32,133.03,109.79,1307.08,Credit Card,2024-04-30 00:00:00,8
INV100705,D,Houston,CUST1243,James Gonzalez,Female,64,Non-Member,Laptops,Lenovo ThinkPad T14,1037.71,1,10,7.53,1037.71,103.77,70.33,1004.26,Ewallet,2024-01-12 00:00:00,7
INV100706,C,Chicago,CUST1399,Amy Hampton,Male,55,Non-Member,Accessories,Logitech MX Master 3 Mouse,103.27,1,0,8.05,103.27,0,8.31,111.58,Ewallet,2024-09-07 00:00:00,8
INV100707,B,Los Angeles,CUST1363,Sarah Singh,Male,41,Member,Laptops,Acer Swift 3,833.14,2,10,8.18,1666.28,166.63,122.67,1622.32,Ewallet,2024-01-24 00:00:00,8
INV100708,C,Chicago,CUST1317,Traci Wade,Male,31,Non-Member,Smartphones,Google Pixel 7,1016.59,1,15,8.2,1016.59,152.49,70.86,934.96,Ewallet,2024-01-15 00:00:00,8
INV100709,A,New York,CUST1355,Karen Love,Male,20,Member,Laptops,MacBook Air,1241.63,3,0,7.96,3724.89,0,296.5,4021.39,Ewallet,2024-04-10 00:00:00,10
INV100710,D,Houston,CUST1170,Christian Johnson,Female,44,Member,Accessories,SanDisk 128GB USB 3.1,28.8,1,10,9.77,28.8,2.88,2.53,28.45,Credit Card,2024-06-30 00:00:00,9
INV100711,C,Chicago,CUST1127,Larry Harris,Male,59,Member,Accessories,Anker 65W USB-C Charger,45.79,1,5,7.11,45.79,2.29,3.09,46.59,Credit Card,2024-09-09 00:00:00,7
INV100712,B,Los Angeles,CUST1169,Charles Allen,Female,41,Member,Laptops,HP Envy 15,811.67,2,10,7.81,1623.34,162.33,114.1,1575.11,Ewallet,2024-08-14 00:00:00,7
INV100713,B,Los Angeles,CUST1284,Stacey Webb,Male,46,Member,Laptops,Dell XPS 13,1241.62,2,15,9.97,2483.24,372.49,210.44,2321.2,Credit Card,2024-06-18 00:00:00,9
INV100714,A,New York,CUST1377,Keith Vargas,Female,53,Member,Audio,Bose SoundLink Flex,156.65,1,0,8.74,156.65,0,13.69,170.34,Ewallet,2024-02-15 00:00:00,5
INV100715,C,Chicago,CUST1103,Tara Jacobs,Male,26,Non-Member,Smartphones,Samsung Galaxy S23,858.52,2,25,8.38,1717.04,429.26,107.92,1395.7,UPI,2024-04-30 00:00:00,8
INV100716,B,Los Angeles,CUST1336,Rachel Grant,Male,42,Member,Accessories,SanDisk 128GB USB 3.1,30.59,1,10,9,30.59,3.06,2.48,30.01,Ewallet,2024-06-23 00:00:00,9
INV100717,D,Houston,CUST1254,Nicholas Jones,Female,21,Member,Smartphones,iPhone 14,852.04,4,5,7.3,3408.16,170.41,236.36,3474.11,Ewallet,2024-02-21 00:00:00,10
INV100718,B,Los Angeles,CUST1187,Valerie Cobb,Male,52,Member,Accessories,Logitech MX Master 3 Mouse,90.6,1,5,9.07,90.6,4.53,7.81,93.88,UPI,2024-08-02 00:00:00,8
INV100719,A,New York,CUST1185,Roger Mullins,Male,35,Non-Member,Smartphones,Xiaomi 12T,565.6,1,0,8.76,565.6,0,49.55,615.15,UPI,2024-05-29 00:00:00,8
INV100720,C,Chicago,CUST1000,Timothy Jones,Female,53,Member,Accessories,Laptop Backpack,58.22,2,0,6.8,116.44,0,7.92,124.36,Credit Card,2024-08-07 00:00:00,4
INV100721,B,Los Angeles,CUST1093,Phyllis Martinez,Female,26,Non-Member,Audio,AirPods Pro,245.03,1,5,7.89,245.03,12.25,18.37,251.14,Ewallet,2024-02-23 00:00:00,9
INV100722,A,New York,CUST1080,Kayla Moore,Male,65,Member,Appliances,Ninja Air Fryer,126.53,4,5,9.27,506.12,25.31,44.57,525.39,Ewallet,2024-05-01 00:00:00,7
INV100723,D,Houston,CUST1213,Andrew Jenkins,Male,43,Non-Member,Audio,AirPods Pro,243.85,2,20,8.2,487.7,97.54,31.99,422.15,Ewallet,2024-02-29 00:00:00,7
INV100724,C,Chicago,CUST1395,Sarah Williams,Female,26,Non-Member,Audio,Anker Soundcore Life Q30,89.37,1,10,9.4,89.37,8.94,7.56,87.99,Ewallet,2024-07-25 00:00:00,5
INV100725,C,Chicago,CUST1190,Henry Orozco,Female,61,Non-Member,Laptops,HP Envy 15,1148.83,2,5,8.8,2297.66,114.88,192.08,2374.86,Credit Card,2024-03-10 00:00:00,9
INV100726,B,Los Angeles,CUST1126,Anne Chandler,Male,64,Member,Laptops,Lenovo ThinkPad T14,1190.07,1,0,9.14,1190.07,0,108.77,1298.84,Ewallet,2024-05-02 00:00:00,7
INV100727,D,Houston,CUST1040,Jacob Dean,Male,21,Non-Member,Laptops,Acer Swift 3,917.68,1,5,9.91,917.68,45.88,86.39,958.19,UPI,2024-08-30 00:00:00,9
INV100728,B,Los Angeles,CUST1343,Kendra Obrien DDS,Male,40,Member,Laptops,Acer Swift 3,980.76,1,10,9.18,980.76,98.08,81.03,963.71,Credit Card,2024-07-20 00:00:00,10
INV100729,B,Los Angeles,CUST1376,Beth Miller,Male,28,Member,Accessories,Anker 65W USB-C Charger,47.29,1,10,9.65,47.29,4.73,4.11,46.67,Credit Card,2024-03-25 00:00:00,3
INV100730,D,Houston,CUST1197,David Downs,Male,33,Member,Accessories,Laptop Backpack,63.25,1,10,8.07,63.25,6.33,4.59,61.52,Credit Card,2024-03-20 00:00:00,8
INV100731,A,New York,CUST1137,Nicholas Frazier,Female,51,Member,Laptops,Acer Swift 3,871.55,1,0,8.3,871.55,0,72.34,943.89,Credit Card,2024-07-23 00:00:00,7
INV100732,D,Houston,CUST1193,Denise Brown,Female,23,Member,Smartphones,Samsung Galaxy S23,862.41,3,10,7.75,2587.23,258.72,180.46,2508.97,Credit Card,2024-01-03 00:00:00,9
INV100733,D,Houston,CUST1296,Laura Hansen,Male,34,Non-Member,Audio,Bose SoundLink Flex,140.26,3,5,8.56,420.78,21.04,34.22,433.96,Credit Card,2024-07-20 00:00:00,7
INV100734,C,Chicago,CUST1122,Patricia Welch,Male,22,Non-Member,Accessories,SanDisk 128GB USB 3.1,24.93,1,5,7.51,24.93,1.25,1.78,25.46,UPI,2024-08-11 00:00:00,7
INV100735,D,Houston,CUST1320,Monica Mccall,Female,45,Non-Member,Audio,Sony WH-1000XM5,364.46,1,0,8.72,364.46,0,31.78,396.24,Credit Card,2024-09-08 00:00:00,8
INV100736,C,Chicago,CUST1279,Charles Black,Male,30,Member,Appliances,Instant Pot Duo,128.98,1,0,8.01,128.98,0,10.33,139.31,Credit Card,2024-09-11 00:00:00,7
INV100737,D,Houston,CUST1394,Laurie Hernandez,Male,51,Non-Member,Accessories,Logitech MX Master 3 Mouse,90.28,1,0,9.81,90.28,0,8.86,99.14,Credit Card,2024-02-15 00:00:00,5
INV100738,A,New York,CUST1210,Michael Anderson,Male,21,Member,Audio,AirPods Pro,261.11,2,0,7.79,522.22,0,40.68,562.9,Ewallet,2024-01-05 00:00:00,10
INV100739,A,New York,CUST1094,Kathleen Perez,Male,49,Member,Accessories,Logitech MX Master 3 Mouse,103.63,3,5,8.56,310.89,15.54,25.28,320.63,Credit Card,2024-03-27 00:00:00,8
INV100740,B,Los Angeles,CUST1263,Samuel Moran,Male,23,Member,Audio,Bose SoundLink Flex,154.77,1,0,9.8,154.77,0,15.17,169.94,Credit Card,2024-05-09 00:00:00,6
INV100741,C,Chicago,CUST1092,Raymond Garza,Female,29,Non-Member,Accessories,Anker 65W USB-C Charger,49.86,1,10,8.7,49.86,4.99,3.9,48.78,Credit Card,2024-09-16 00:00:00,8
INV100742,B,Los Angeles,CUST1193,Denise Brown,Female,23,Member,Audio,Anker Soundcore Life Q30,91.12,1,0,9.52,91.12,0,8.67,99.79,Ewallet,2024-09-20 00:00:00,8
INV100743,B,Los Angeles,CUST1005,Kevin Murphy,Female,61,Member,Laptops,Dell XPS 13,1253.4,1,5,8.1,1253.4,62.67,96.45,1287.18,Credit Card,2024-04-21 00:00:00,7
